year,borough,major_category,total_crime,Latitude,Longitude
2014,Ealing,Criminal Damage,2326,-0.29991,51.51407
2014,Ealing,Drugs,1606,-0.29991,51.51407
2014,Ealing,Other Notifiable Offences,472,-0.29991,51.51407
2014,Ealing,Robbery,648,-0.29991,51.51407
2014,Ealing,Theft and Handling,9628,-0.29991,51.51407
2014,Ealing,Violence Against the Person,7393,-0.29991,51.51407
2014,Enfield,Burglary,3045,-0.076348,51.667797
2014,Enfield,Criminal Damage,2068,-0.076348,51.667797
2014,Enfield,Drugs,1420,-0.076348,51.667797
2014,Enfield,Other Notifiable Offences,440,-0.076348,51.667797
2014,Enfield,Robbery,767,-0.076348,51.667797
2014,Enfield,Theft and Handling,7995,-0.076348,51.667797
2014,Enfield,Violence Against the Person,5965,-0.076348,51.667797
2014,Greenwich,Burglary,2145,0.00257,51.48451
2014,Greenwich,Criminal Damage,1976,0.00257,51.48451
2014,Greenwich,Drugs,1235,0.00257,51.48451
2014,Greenwich,Other Notifiable Offences,445,0.00257,51.48451
2014,Greenwich,Robbery,399,0.00257,51.48451
2014,Greenwich,Theft and Handling,7250,0.00257,51.48451
2014,Greenwich,Violence Against the Person,6444,0.00257,51.48451
2014,Hackney,Burglary,2669,-0.05833,51.55
2014,Hackney,Criminal Damage,1919,-0.05833,51.55
2014,Hackney,Drugs,1298,-0.05833,51.55
2014,Hackney,Other Notifiable Offences,432,-0.05833,51.55
2014,Hackney,Robbery,959,-0.05833,51.55
2014,Hackney,Theft and Handling,10500,-0.05833,51.55
2014,Hackney,Violence Against the Person,7116,-0.05833,51.55
2014,Hammersmith and Fulham,Burglary,1449,-0.220817,51.495045
2014,Hammersmith and Fulham,Criminal Damage,1363,-0.220817,51.495045
2014,Hammersmith and Fulham,Drugs,1807,-0.220817,51.495045
2014,Hammersmith and Fulham,Other Notifiable Offences,429,-0.220817,51.495045
2014,Hammersmith and Fulham,Robbery,370,-0.220817,51.495045
2014,Hammersmith and Fulham,Theft and Handling,8929,-0.220817,51.495045
2014,Hammersmith and Fulham,Violence Against the Person,4838,-0.220817,51.495045
2014,Haringey,Burglary,2882,-0.071193,51.58784
2014,Haringey,Criminal Damage,2143,-0.071193,51.58784
2014,Haringey,Drugs,1168,-0.071193,51.58784
2014,Haringey,Other Notifiable Offences,394,-0.071193,51.58784
2014,Haringey,Robbery,979,-0.071193,51.58784
2014,Haringey,Theft and Handling,8956,-0.071193,51.58784
2014,Haringey,Violence Against the Person,6251,-0.071193,51.58784
2014,Harrow,Burglary,1833,-0.46443,51.4801
2014,Harrow,Criminal Damage,1185,-0.46443,51.4801
2014,Harrow,Drugs,934,-0.46443,51.4801
2014,Harrow,Other Notifiable Offences,235,-0.46443,51.4801
2014,Harrow,Robbery,306,-0.46443,51.4801
2014,Harrow,Theft and Handling,3949,-0.46443,51.4801
2014,Harrow,Violence Against the Person,3467,-0.46443,51.4801
2014,Havering,Burglary,2122,0.255151,51.570454
2014,Havering,Criminal Damage,1555,0.255151,51.570454
2014,Havering,Drugs,749,0.255151,51.570454
2014,Havering,Other Notifiable Offences,320,0.255151,51.570454
2014,Havering,Robbery,287,0.255151,51.570454
2014,Havering,Theft and Handling,5736,0.255151,51.570454
2014,Havering,Violence Against the Person,3965,0.255151,51.570454
2014,Hillingdon,Burglary,2681,-0.44998,51.54304
2014,Hillingdon,Criminal Damage,2423,-0.44998,51.54304
2014,Hillingdon,Drugs,924,-0.44998,51.54304
2014,Hillingdon,Other Notifiable Offences,891,-0.44998,51.54304
2014,Hillingdon,Robbery,503,-0.44998,51.54304
2014,Hillingdon,Theft and Handling,8859,-0.44998,51.54304
2014,Hillingdon,Violence Against the Person,6847,-0.44998,51.54304
2014,Hounslow,Burglary,1921,-0.361667,51.4675
2014,Hounslow,Criminal Damage,1940,-0.361667,51.4675
2014,Hounslow,Drugs,1514,-0.361667,51.4675
2014,Hounslow,Other Notifiable Offences,455,-0.361667,51.4675
2014,Hounslow,Robbery,397,-0.361667,51.4675
2014,Hounslow,Theft and Handling,7726,-0.361667,51.4675
2014,Hounslow,Violence Against the Person,6052,-0.361667,51.4675
2014,Islington,Burglary,2357,-0.10614,51.53279
2014,Islington,Criminal Damage,1954,-0.10614,51.53279
2014,Islington,Drugs,1312,-0.10614,51.53279
2014,Islington,Other Notifiable Offences,448,-0.10614,51.53279
2014,Islington,Robbery,837,-0.10614,51.53279
2014,Islington,Theft and Handling,11264,-0.10614,51.53279
2014,Islington,Violence Against the Person,6507,-0.10614,51.53279
2014,Kensington and Chelsea,Burglary,1573,-0.192221,51.501205
2014,Kensington and Chelsea,Criminal Damage,970,-0.192221,51.501205
2014,Kensington and Chelsea,Drugs,786,-0.192221,51.501205
2014,Kensington and Chelsea,Other Notifiable Offences,246,-0.192221,51.501205
2014,Kensington and Chelsea,Robbery,456,-0.192221,51.501205
2014,Kensington and Chelsea,Theft and Handling,10229,-0.192221,51.501205
2014,Kensington and Chelsea,Violence Against the Person,3580,-0.192221,51.501205
2014,Kingston upon Thames,Burglary,993,-0.29142,51.41104
2014,Kingston upon Thames,Criminal Damage,982,-0.29142,51.41104
2014,Kingston upon Thames,Drugs,750,-0.29142,51.41104
2014,Kingston upon Thames,Other Notifiable Offences,144,-0.29142,51.41104
2014,Kingston upon Thames,Robbery,107,-0.29142,51.41104
2014,Kingston upon Thames,Theft and Handling,3927,-0.29142,51.41104
2014,Kingston upon Thames,Violence Against the Person,2385,-0.29142,51.41104
2014,Lambeth,Burglary,3019,-0.11108,51.49085
2014,Lambeth,Criminal Damage,2543,-0.11108,51.49085
2014,Lambeth,Drugs,2637,-0.11108,51.49085
2014,Lambeth,Other Notifiable Offences,583,-0.11108,51.49085
2014,Lambeth,Robbery,1383,-0.11108,51.49085
2014,Lambeth,Theft and Handling,12647,-0.11108,51.49085
2014,Lambeth,Violence Against the Person,8953,-0.11108,51.49085
2014,Lewisham,Burglary,2338,-0.01213,51.45916
2014,Lewisham,Criminal Damage,2186,-0.01213,51.45916
2014,Lewisham,Drugs,1321,-0.01213,51.45916
2014,Lewisham,Other Notifiable Offences,371,-0.01213,51.45916
2014,Lewisham,Robbery,786,-0.01213,51.45916
2014,Lewisham,Theft and Handling,7148,-0.01213,51.45916
2014,Lewisham,Violence Against the Person,6951,-0.01213,51.45916
2014,Merton,Burglary,1679,-0.166667,51.3833
2014,Merton,Criminal Damage,1255,-0.166667,51.3833
2014,Merton,Drugs,561,-0.166667,51.3833
2014,Merton,Other Notifiable Offences,170,-0.166667,51.3833
2014,Merton,Robbery,285,-0.166667,51.3833
2014,Merton,Theft and Handling,4623,-0.166667,51.3833
2014,Merton,Violence Against the Person,3023,-0.166667,51.3833
2014,Newham,Burglary,2480,0.013242,51.524384
2014,Newham,Criminal Damage,2223,0.013242,51.524384
2014,Newham,Drugs,1721,0.013242,51.524384
2014,Newham,Other Notifiable Offences,575,0.013242,51.524384
2014,Newham,Robbery,1627,0.013242,51.524384
2014,Newham,Theft and Handling,11499,0.013242,51.524384
2014,Newham,Violence Against the Person,7880,0.013242,51.524384
2014,Redbridge,Burglary,2631,0.083333,51.5667
2014,Redbridge,Criminal Damage,1615,0.083333,51.5667
2014,Redbridge,Drugs,1538,0.083333,51.5667
2014,Redbridge,Other Notifiable Offences,400,0.083333,51.5667
2014,Redbridge,Robbery,714,0.083333,51.5667
2014,Redbridge,Theft and Handling,7025,0.083333,51.5667
2014,Redbridge,Violence Against the Person,5667,0.083333,51.5667
2014,Richmond upon Thames,Burglary,1757,-0.312531,51.442757
2014,Richmond upon Thames,Criminal Damage,1087,-0.312531,51.442757
2014,Richmond upon Thames,Drugs,457,-0.312531,51.442757
2014,Richmond upon Thames,Other Notifiable Offences,191,-0.312531,51.442757
2014,Richmond upon Thames,Robbery,131,-0.312531,51.442757
2014,Richmond upon Thames,Theft and Handling,4449,-0.312531,51.442757
2014,Richmond upon Thames,Violence Against the Person,2384,-0.312531,51.442757
2014,Southwark,Burglary,2831,-0.08921,51.50541
2014,Southwark,Criminal Damage,2458,-0.08921,51.50541
2014,Southwark,Drugs,2723,-0.08921,51.50541
2014,Southwark,Other Notifiable Offences,480,-0.08921,51.50541
2014,Southwark,Robbery,1272,-0.08921,51.50541
2014,Southwark,Theft and Handling,11377,-0.08921,51.50541
2014,Southwark,Violence Against the Person,7771,-0.08921,51.50541
2014,Sutton,Burglary,1397,-0.166667,51.3333
2014,Sutton,Criminal Damage,1257,-0.166667,51.3333
2014,Sutton,Drugs,456,-0.166667,51.3333
2014,Sutton,Other Notifiable Offences,134,-0.166667,51.3333
2014,Sutton,Robbery,202,-0.166667,51.3333
2014,Sutton,Theft and Handling,3867,-0.166667,51.3333
2014,Sutton,Violence Against the Person,3130,-0.166667,51.3333
2014,Tower Hamlets,Burglary,2319,-0.05457,51.52017
2014,Tower Hamlets,Criminal Damage,2233,-0.05457,51.52017
2014,Tower Hamlets,Drugs,2191,-0.05457,51.52017
2014,Tower Hamlets,Other Notifiable Offences,513,-0.05457,51.52017
2014,Tower Hamlets,Robbery,1110,-0.05457,51.52017
2014,Tower Hamlets,Theft and Handling,9583,-0.05457,51.52017
2014,Tower Hamlets,Violence Against the Person,7555,-0.05457,51.52017
2014,Waltham Forest,Burglary,2472,-0.015955,51.601154
2014,Waltham Forest,Criminal Damage,1730,-0.015955,51.601154
2014,Waltham Forest,Drugs,1360,-0.015955,51.601154
2014,Waltham Forest,Other Notifiable Offences,375,-0.015955,51.601154
2014,Waltham Forest,Robbery,714,-0.015955,51.601154
2014,Waltham Forest,Theft and Handling,7479,-0.015955,51.601154
2014,Waltham Forest,Violence Against the Person,6141,-0.015955,51.601154
2014,Wandsworth,Burglary,2676,-0.194861,51.4573
2014,Wandsworth,Criminal Damage,1751,-0.194861,51.4573
2014,Wandsworth,Drugs,885,-0.194861,51.4573
2014,Wandsworth,Other Notifiable Offences,372,-0.194861,51.4573
2014,Wandsworth,Robbery,598,-0.194861,51.4573
2014,Wandsworth,Theft and Handling,9696,-0.194861,51.4573
2014,Wandsworth,Violence Against the Person,5386,-0.194861,51.4573
2014,Westminster,Burglary,3435,-0.12802,51.50008
2014,Westminster,Criminal Damage,2016,-0.12802,51.50008
2014,Westminster,Drugs,2804,-0.12802,51.50008
2014,Westminster,Other Notifiable Offences,800,-0.12802,51.50008
2014,Westminster,Robbery,1933,-0.12802,51.50008
2014,Westminster,Theft and Handling,28144,-0.12802,51.50008
2014,Westminster,Violence Against the Person,8432,-0.12802,51.50008
2015,Barking and Dagenham,Burglary,1629,0.133158,51.5465
2015,Barking and Dagenham,Criminal Damage,1822,0.133158,51.5465
2015,Barking and Dagenham,Drugs,944,0.133158,51.5465
2015,Barking and Dagenham,Other Notifiable Offences,333,0.133158,51.5465
2015,Barking and Dagenham,Robbery,553,0.133158,51.5465
2015,Barking and Dagenham,Theft and Handling,5177,0.133158,51.5465
2015,Barking and Dagenham,Violence Against the Person,5888,0.133158,51.5465
2015,Barnet,Burglary,3853,-0.19622,51.6455
2015,Barnet,Criminal Damage,2252,-0.19622,51.6455
2015,Barnet,Drugs,809,-0.19622,51.6455
2015,Barnet,Other Notifiable Offences,389,-0.19622,51.6455
2015,Barnet,Robbery,624,-0.19622,51.6455
2015,Barnet,Theft and Handling,9204,-0.19622,51.6455
2015,Barnet,Violence Against the Person,6905,-0.19622,51.6455
2015,Bexley,Burglary,1085,0.110969,51.45964
2015,Bexley,Criminal Damage,1565,0.110969,51.45964
2015,Bexley,Drugs,678,0.110969,51.45964
2015,Bexley,Other Notifiable Offences,387,0.110969,51.45964
2015,Bexley,Robbery,171,0.110969,51.45964
2015,Bexley,Theft and Handling,4165,0.110969,51.45964
2015,Bexley,Violence Against the Person,3939,0.110969,51.45964
2015,Brent,Burglary,2701,-0.271275,51.5436
2015,Brent,Criminal Damage,2128,-0.271275,51.5436
2015,Brent,Drugs,1808,-0.271275,51.5436
2015,Brent,Other Notifiable Offences,411,-0.271275,51.5436
2015,Brent,Robbery,883,-0.271275,51.5436
2015,Brent,Theft and Handling,8467,-0.271275,51.5436
2015,Brent,Violence Against the Person,8485,-0.271275,51.5436
2015,Bromley,Burglary,2524,0.01493,51.4057
2015,Bromley,Criminal Damage,2295,0.01493,51.4057
2015,Bromley,Drugs,870,0.01493,51.4057
2015,Bromley,Other Notifiable Offences,404,0.01493,51.4057
2015,Bromley,Robbery,363,0.01493,51.4057
2015,Bromley,Theft and Handling,7573,0.01493,51.4057
2015,Bromley,Violence Against the Person,6608,0.01493,51.4057
2015,Camden,Burglary,2830,-0.12796,51.53236
2015,Camden,Criminal Damage,1896,-0.12796,51.53236
2015,Camden,Drugs,1682,-0.12796,51.53236
2015,Camden,Other Notifiable Offences,438,-0.12796,51.53236
2015,Camden,Robbery,1030,-0.12796,51.53236
2015,Camden,Theft and Handling,14455,-0.12796,51.53236
2015,Camden,Violence Against the Person,7146,-0.12796,51.53236
2015,City of London,Theft and Handling,104,-0.09743,51.5205
2015,City of London,Violence Against the Person,28,-0.09743,51.5205
2015,Croydon,Burglary,2718,-0.073803,51.36496
2015,Croydon,Criminal Damage,3113,-0.073803,51.36496
2015,Croydon,Drugs,1568,-0.073803,51.36496
2015,Croydon,Other Notifiable Offences,579,-0.073803,51.36496
2015,Croydon,Robbery,729,-0.073803,51.36496
2015,Croydon,Theft and Handling,9502,-0.073803,51.36496
2015,Croydon,Violence Against the Person,9880,-0.073803,51.36496
2015,Ealing,Burglary,2630,-0.29991,51.51407
2015,Ealing,Criminal Damage,2474,-0.29991,51.51407
2015,Ealing,Drugs,1410,-0.29991,51.51407
2015,Ealing,Other Notifiable Offences,547,-0.29991,51.51407
2015,Ealing,Robbery,636,-0.29991,51.51407
2015,Ealing,Theft and Handling,9603,-0.29991,51.51407
2015,Ealing,Violence Against the Person,8947,-0.29991,51.51407
2015,Enfield,Burglary,2809,-0.076348,51.667797
2015,Enfield,Criminal Damage,2126,-0.076348,51.667797
2015,Enfield,Drugs,1231,-0.076348,51.667797
2015,Enfield,Other Notifiable Offences,427,-0.076348,51.667797
2015,Enfield,Robbery,939,-0.076348,51.667797
2015,Enfield,Theft and Handling,7827,-0.076348,51.667797
2015,Enfield,Violence Against the Person,6717,-0.076348,51.667797
2015,Greenwich,Burglary,1864,0.00257,51.48451
2015,Greenwich,Criminal Damage,2281,0.00257,51.48451
2015,Greenwich,Drugs,945,0.00257,51.48451
2015,Greenwich,Other Notifiable Offences,513,0.00257,51.48451
2015,Greenwich,Robbery,464,0.00257,51.48451
2015,Greenwich,Theft and Handling,7106,0.00257,51.48451
2015,Greenwich,Violence Against the Person,7756,0.00257,51.48451
2015,Hackney,Burglary,2514,-0.05833,51.55
2015,Hackney,Criminal Damage,2033,-0.05833,51.55
2015,Hackney,Drugs,1317,-0.05833,51.55
2015,Hackney,Other Notifiable Offences,469,-0.05833,51.55
2015,Hackney,Robbery,1043,-0.05833,51.55
2015,Hackney,Theft and Handling,11124,-0.05833,51.55
2015,Hackney,Violence Against the Person,8441,-0.05833,51.55
2015,Hammersmith and Fulham,Burglary,1571,-0.220817,51.495045
2015,Hammersmith and Fulham,Criminal Damage,1471,-0.220817,51.495045
2015,Hammersmith and Fulham,Drugs,1416,-0.220817,51.495045
2015,Hammersmith and Fulham,Other Notifiable Offences,421,-0.220817,51.495045
2015,Hammersmith and Fulham,Robbery,357,-0.220817,51.495045
2015,Hammersmith and Fulham,Theft and Handling,8956,-0.220817,51.495045
2015,Hammersmith and Fulham,Violence Against the Person,5656,-0.220817,51.495045
2015,Haringey,Burglary,2568,-0.071193,51.58784
2015,Haringey,Criminal Damage,2141,-0.071193,51.58784
2015,Haringey,Drugs,1335,-0.071193,51.58784
2015,Haringey,Other Notifiable Offences,445,-0.071193,51.58784
2015,Haringey,Robbery,1235,-0.071193,51.58784
2015,Haringey,Theft and Handling,9368,-0.071193,51.58784
2015,Haringey,Violence Against the Person,7534,-0.071193,51.58784
2015,Harrow,Burglary,1671,-0.46443,51.4801
2015,Harrow,Criminal Damage,1180,-0.46443,51.4801
2015,Harrow,Drugs,623,-0.46443,51.4801
2015,Harrow,Other Notifiable Offences,207,-0.46443,51.4801
2015,Harrow,Robbery,311,-0.46443,51.4801
2015,Harrow,Theft and Handling,4411,-0.46443,51.4801
2015,Harrow,Violence Against the Person,4198,-0.46443,51.4801
2015,Havering,Burglary,1940,0.255151,51.570454
2015,Havering,Criminal Damage,1660,0.255151,51.570454
2015,Havering,Drugs,705,0.255151,51.570454
2015,Havering,Other Notifiable Offences,359,0.255151,51.570454
2015,Havering,Robbery,323,0.255151,51.570454
2015,Havering,Theft and Handling,5850,0.255151,51.570454
2015,Havering,Violence Against the Person,5033,0.255151,51.570454
2015,Hillingdon,Burglary,2216,-0.44998,51.54304
2015,Hillingdon,Criminal Damage,2313,-0.44998,51.54304
2015,Hillingdon,Drugs,1103,-0.44998,51.54304
2015,Hillingdon,Other Notifiable Offences,1008,-0.44998,51.54304
2015,Hillingdon,Robbery,322,-0.44998,51.54304
2015,Hillingdon,Theft and Handling,8822,-0.44998,51.54304
2015,Hillingdon,Violence Against the Person,7450,-0.44998,51.54304
2015,Hounslow,Burglary,1780,-0.361667,51.4675
2015,Hounslow,Criminal Damage,2164,-0.361667,51.4675
2015,Hounslow,Drugs,1097,-0.361667,51.4675
2015,Hounslow,Other Notifiable Offences,533,-0.361667,51.4675
2015,Hounslow,Robbery,379,-0.361667,51.4675
2015,Hounslow,Theft and Handling,8238,-0.361667,51.4675
2015,Hounslow,Violence Against the Person,7095,-0.361667,51.4675
2015,Islington,Burglary,2349,-0.10614,51.53279
2015,Islington,Criminal Damage,1981,-0.10614,51.53279
2015,Islington,Drugs,1386,-0.10614,51.53279
2015,Islington,Other Notifiable Offences,480,-0.10614,51.53279
2015,Islington,Robbery,979,-0.10614,51.53279
2015,Islington,Theft and Handling,12466,-0.10614,51.53279
2015,Islington,Violence Against the Person,7391,-0.10614,51.53279
2015,Kensington and Chelsea,Burglary,1590,-0.192221,51.501205
2015,Kensington and Chelsea,Criminal Damage,1053,-0.192221,51.501205
2015,Kensington and Chelsea,Drugs,1026,-0.192221,51.501205
2015,Kensington and Chelsea,Other Notifiable Offences,287,-0.192221,51.501205
2015,Kensington and Chelsea,Robbery,410,-0.192221,51.501205
2015,Kensington and Chelsea,Theft and Handling,10168,-0.192221,51.501205
2015,Kensington and Chelsea,Violence Against the Person,4536,-0.192221,51.501205
2015,Kingston upon Thames,Burglary,927,-0.29142,51.41104
2015,Kingston upon Thames,Criminal Damage,1028,-0.29142,51.41104
2015,Kingston upon Thames,Drugs,901,-0.29142,51.41104
2015,Kingston upon Thames,Other Notifiable Offences,201,-0.29142,51.41104
2015,Kingston upon Thames,Robbery,109,-0.29142,51.41104
2015,Kingston upon Thames,Theft and Handling,3558,-0.29142,51.41104
2015,Kingston upon Thames,Violence Against the Person,3014,-0.29142,51.41104
2015,Lambeth,Burglary,2569,-0.11108,51.49085
2015,Lambeth,Criminal Damage,2692,-0.11108,51.49085
2015,Lambeth,Drugs,2652,-0.11108,51.49085
2015,Lambeth,Other Notifiable Offences,639,-0.11108,51.49085
2015,Lambeth,Robbery,1158,-0.11108,51.49085
2015,Lambeth,Theft and Handling,12963,-0.11108,51.49085
2015,Lambeth,Violence Against the Person,10491,-0.11108,51.49085
2015,Lewisham,Burglary,2146,-0.01213,51.45916
2015,Lewisham,Criminal Damage,2466,-0.01213,51.45916
2015,Lewisham,Drugs,1595,-0.01213,51.45916
2015,Lewisham,Other Notifiable Offences,413,-0.01213,51.45916
2015,Lewisham,Robbery,811,-0.01213,51.45916
2015,Lewisham,Theft and Handling,7566,-0.01213,51.45916
2015,Lewisham,Violence Against the Person,8440,-0.01213,51.45916
2015,Merton,Burglary,1428,-0.166667,51.3833
2015,Merton,Criminal Damage,1425,-0.166667,51.3833
2015,Merton,Drugs,476,-0.166667,51.3833
2015,Merton,Other Notifiable Offences,204,-0.166667,51.3833
2015,Merton,Robbery,261,-0.166667,51.3833
2015,Merton,Theft and Handling,4582,-0.166667,51.3833
2015,Merton,Violence Against the Person,3897,-0.166667,51.3833
2015,Newham,Burglary,2274,0.013242,51.524384
2015,Newham,Criminal Damage,2397,0.013242,51.524384
2015,Newham,Drugs,1682,0.013242,51.524384
2015,Newham,Other Notifiable Offences,630,0.013242,51.524384
2015,Newham,Robbery,1399,0.013242,51.524384
2015,Newham,Theft and Handling,11421,0.013242,51.524384
2015,Newham,Violence Against the Person,9414,0.013242,51.524384
2015,Redbridge,Burglary,2245,0.083333,51.5667
2015,Redbridge,Criminal Damage,1627,0.083333,51.5667
2015,Redbridge,Drugs,1272,0.083333,51.5667
2015,Redbridge,Other Notifiable Offences,397,0.083333,51.5667
2015,Redbridge,Robbery,657,0.083333,51.5667
2015,Redbridge,Theft and Handling,6806,0.083333,51.5667
2015,Redbridge,Violence Against the Person,5893,0.083333,51.5667
2015,Richmond upon Thames,Burglary,1451,-0.312531,51.442757
2015,Richmond upon Thames,Criminal Damage,1074,-0.312531,51.442757
2015,Richmond upon Thames,Drugs,396,-0.312531,51.442757
2015,Richmond upon Thames,Other Notifiable Offences,217,-0.312531,51.442757
2015,Richmond upon Thames,Robbery,149,-0.312531,51.442757
2015,Richmond upon Thames,Theft and Handling,4265,-0.312531,51.442757
2015,Richmond upon Thames,Violence Against the Person,2861,-0.312531,51.442757
2015,Southwark,Burglary,2991,-0.08921,51.50541
2015,Southwark,Criminal Damage,2572,-0.08921,51.50541
2015,Southwark,Drugs,2272,-0.08921,51.50541
2015,Southwark,Other Notifiable Offences,471,-0.08921,51.50541
2015,Southwark,Robbery,1220,-0.08921,51.50541
2015,Southwark,Theft and Handling,11855,-0.08921,51.50541
2015,Southwark,Violence Against the Person,8879,-0.08921,51.50541
2015,Sutton,Burglary,1279,-0.166667,51.3333
2015,Sutton,Criminal Damage,1321,-0.166667,51.3333
2015,Sutton,Drugs,500,-0.166667,51.3333
2015,Sutton,Other Notifiable Offences,182,-0.166667,51.3333
2015,Sutton,Robbery,163,-0.166667,51.3333
2015,Sutton,Theft and Handling,3457,-0.166667,51.3333
2015,Sutton,Violence Against the Person,3696,-0.166667,51.3333
2015,Tower Hamlets,Burglary,2560,-0.05457,51.52017
2015,Tower Hamlets,Criminal Damage,2426,-0.05457,51.52017
2015,Tower Hamlets,Drugs,1812,-0.05457,51.52017
2015,Tower Hamlets,Other Notifiable Offences,613,-0.05457,51.52017
2015,Tower Hamlets,Robbery,1110,-0.05457,51.52017
2015,Tower Hamlets,Theft and Handling,10143,-0.05457,51.52017
2015,Tower Hamlets,Violence Against the Person,8829,-0.05457,51.52017
2015,Waltham Forest,Burglary,2230,-0.015955,51.601154
2015,Waltham Forest,Criminal Damage,1987,-0.015955,51.601154
2015,Waltham Forest,Drugs,1448,-0.015955,51.601154
2015,Waltham Forest,Other Notifiable Offences,412,-0.015955,51.601154
2015,Waltham Forest,Robbery,643,-0.015955,51.601154
2015,Waltham Forest,Theft and Handling,7336,-0.015955,51.601154
2015,Waltham Forest,Violence Against the Person,6913,-0.015955,51.601154
2015,Wandsworth,Burglary,2390,-0.194861,51.4573
2015,Wandsworth,Criminal Damage,1928,-0.194861,51.4573
2015,Wandsworth,Drugs,718,-0.194861,51.4573
2015,Wandsworth,Other Notifiable Offences,487,-0.194861,51.4573
2015,Wandsworth,Robbery,450,-0.194861,51.4573
2015,Wandsworth,Theft and Handling,9504,-0.194861,51.4573
2015,Wandsworth,Violence Against the Person,6924,-0.194861,51.4573
2015,Westminster,Burglary,3152,-0.12802,51.50008
2015,Westminster,Criminal Damage,2082,-0.12802,51.50008
2015,Westminster,Drugs,2102,-0.12802,51.50008
2015,Westminster,Other Notifiable Offences,726,-0.12802,51.50008
2015,Westminster,Robbery,1497,-0.12802,51.50008
2015,Westminster,Theft and Handling,27980,-0.12802,51.50008
2015,Westminster,Violence Against the Person,9856,-0.12802,51.50008
2016,Barking and Dagenham,Burglary,1287,0.133158,51.5465
2016,Barking and Dagenham,Criminal Damage,1949,0.133158,51.5465
2016,Barking and Dagenham,Drugs,919,0.133158,51.5465
2016,Barking and Dagenham,Other Notifiable Offences,378,0.133158,51.5465
2016,Barking and Dagenham,Robbery,534,0.133158,51.5465
2016,Barking and Dagenham,Theft and Handling,5607,0.133158,51.5465
2016,Barking and Dagenham,Violence Against the Person,6067,0.133158,51.5465
2016,Barnet,Burglary,3402,-0.19622,51.6455
2016,Barnet,Criminal Damage,2183,-0.19622,51.6455
2016,Barnet,Drugs,906,-0.19622,51.6455
2016,Barnet,Other Notifiable Offences,499,-0.19622,51.6455
2016,Barnet,Robbery,464,-0.19622,51.6455
2016,Barnet,Theft and Handling,9731,-0.19622,51.6455
2016,Barnet,Violence Against the Person,7499,-0.19622,51.6455
2016,Bexley,Burglary,1123,0.110969,51.45964
2016,Bexley,Criminal Damage,1673,0.110969,51.45964
2016,Bexley,Drugs,646,0.110969,51.45964
2016,Bexley,Other Notifiable Offences,294,0.110969,51.45964
2016,Bexley,Robbery,209,0.110969,51.45964
2016,Bexley,Theft and Handling,4392,0.110969,51.45964
2016,Bexley,Violence Against the Person,4503,0.110969,51.45964
2016,Brent,Burglary,2631,-0.271275,51.5436
2016,Brent,Criminal Damage,2280,-0.271275,51.5436
2016,Brent,Drugs,2096,-0.271275,51.5436
2016,Brent,Other Notifiable Offences,536,-0.271275,51.5436
2016,Brent,Robbery,919,-0.271275,51.5436
2016,Brent,Theft and Handling,9026,-0.271275,51.5436
2016,Brent,Violence Against the Person,9205,-0.271275,51.5436
2016,Bromley,Burglary,2214,0.01493,51.4057
2016,Bromley,Criminal Damage,2202,0.01493,51.4057
2016,Bromley,Drugs,728,0.01493,51.4057
2016,Bromley,Other Notifiable Offences,417,0.01493,51.4057
2016,Bromley,Robbery,369,0.01493,51.4057
2016,Bromley,Theft and Handling,7584,0.01493,51.4057
2016,Bromley,Violence Against the Person,6650,0.01493,51.4057
2016,Camden,Burglary,2652,-0.12796,51.53236
2016,Camden,Criminal Damage,1935,-0.12796,51.53236
2016,Camden,Drugs,1493,-0.12796,51.53236
2016,Camden,Other Notifiable Offences,490,-0.12796,51.53236
2016,Camden,Robbery,899,-0.12796,51.53236
2016,Camden,Theft and Handling,14088,-0.12796,51.53236
2016,Camden,Violence Against the Person,7626,-0.12796,51.53236
2016,City of London,Theft and Handling,129,-0.09743,51.5205
2016,City of London,Violence Against the Person,25,-0.09743,51.5205
2016,Croydon,Burglary,2738,-0.073803,51.36496
2016,Croydon,Criminal Damage,3219,-0.073803,51.36496
2016,Croydon,Drugs,1367,-0.073803,51.36496
2016,Croydon,Other Notifiable Offences,718,-0.073803,51.36496
2016,Croydon,Robbery,1139,-0.073803,51.36496
2016,Croydon,Theft and Handling,9229,-0.073803,51.36496
2016,Croydon,Violence Against the Person,10302,-0.073803,51.36496
2016,Ealing,Burglary,2492,-0.29991,51.51407
2016,Ealing,Criminal Damage,2562,-0.29991,51.51407
2016,Ealing,Drugs,1355,-0.29991,51.51407
2016,Ealing,Other Notifiable Offences,613,-0.29991,51.51407
2016,Ealing,Robbery,669,-0.29991,51.51407
2016,Ealing,Theft and Handling,10040,-0.29991,51.51407
2016,Ealing,Violence Against the Person,9396,-0.29991,51.51407
2016,Enfield,Burglary,2541,-0.076348,51.667797
2016,Enfield,Criminal Damage,2136,-0.076348,51.667797
2016,Enfield,Drugs,1063,-0.076348,51.667797
2016,Enfield,Other Notifiable Offences,492,-0.076348,51.667797
2016,Enfield,Robbery,807,-0.076348,51.667797
2016,Enfield,Theft and Handling,8037,-0.076348,51.667797
2016,Enfield,Violence Against the Person,7409,-0.076348,51.667797
2016,Greenwich,Burglary,1780,0.00257,51.48451
2016,Greenwich,Criminal Damage,2476,0.00257,51.48451
2016,Greenwich,Drugs,867,0.00257,51.48451
